endereco;valor;area;quartos;vagas;banheiros;pagina
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;10
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;10
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;10
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;10
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;10
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;10
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;10
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;10
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;10
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;10
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;10
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;10
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;10
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;10
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;10
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;10
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;10
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;10
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;10
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;10
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;10
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;10
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;10
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;10
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;10
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;10
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;10
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;10
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;10
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;10
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;10
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;10
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;10
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;10
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;11
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;11
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;11
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;11
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;11
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;11
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;11
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;11
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;11
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;11
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;11
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;11
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;11
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;11
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;11
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;11
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;11
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;11
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;11
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;11
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;11
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;11
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;11
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;11
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;11
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;11
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;11
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;11
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;11
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;11
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;11
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;11
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;11
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;11
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;11
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;11
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;12
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;12
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;12
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;12
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;12
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;12
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;12
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;12
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;12
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;12
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;12
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;12
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;12
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;12
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;12
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;12
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;12
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;12
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;12
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;12
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;12
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;12
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;12
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;12
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;12
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;12
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;12
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;12
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;12
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;12
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;12
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;12
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;12
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;12
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;12
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;12
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;13
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;13
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;13
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;13
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;13
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;13
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;13
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;13
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;13
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;13
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;13
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;13
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;13
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;13
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;13
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;13
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;13
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;13
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;13
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;13
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;13
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;13
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;13
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;13
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;13
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;13
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;13
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;13
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;13
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;13
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;13
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;13
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;13
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;13
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;13
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;13
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;14
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;14
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;14
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;14
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;14
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;14
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;14
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;14
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;14
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;14
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;14
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;14
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;14
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;14
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;14
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;14
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;14
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;14
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;14
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;14
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;14
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;14
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;14
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;14
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;14
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;14
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;14
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;14
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;14
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;14
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;14
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;14
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;14
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;14
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;14
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;14
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;15
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;15
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;15
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;15
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;15
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;15
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;15
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;15
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;15
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;15
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;15
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;15
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;15
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;15
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;15
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;15
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;15
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;15
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;15
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;15
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;15
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;15
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;15
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;15
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;15
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;15
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;15
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;15
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;15
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;15
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;15
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;15
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;15
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;15
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;15
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;15
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;17
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;17
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;17
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;17
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;17
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;17
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;17
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;17
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;17
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;17
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;17
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;17
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;17
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;17
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;17
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;17
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;17
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;17
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;17
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;17
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;17
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;17
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;17
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;17
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;17
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;17
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;17
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;17
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;17
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;17
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;17
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;17
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;17
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;17
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;17
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;17
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;18
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;18
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;18
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;18
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;18
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;18
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;18
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;18
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;18
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;18
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;18
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;18
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;18
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;18
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;18
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;18
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;18
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;18
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;18
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;18
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;18
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;18
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;18
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;18
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;18
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;18
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;18
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;18
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;18
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;18
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;18
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;18
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;18
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;18
Rua Diana, 989 - Perdizes, São Paulo - SP;599000.0;65;2;2;2;18
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;18
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;19
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;19
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;19
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;19
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;19
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;19
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;19
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;19
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;19
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;19
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;19
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;19
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;19
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;19
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;19
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;19
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;19
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;19
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;19
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;19
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;19
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;19
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;19
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;19
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;19
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;19
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;19
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;19
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;19
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;19
