endereco;valor;area;quartos;vagas;banheiros;pagina
Rua Miragaia, 174 - Butantã, São Paulo - SP;344800.0;37;1;0;2;52
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;1490000.0;170;4;2;3;52
Rua Caiubi - Perdizes, São Paulo - SP;1200000.0;106;3;2;3;52
Rua Tucuna - Perdizes, São Paulo - SP;2500000.0;281;4;4;5;52
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;4770000.0;347;4;4;3;52
Perdizes, São Paulo - SP;2476858.0;174;3;2;5;52
Rua São Geraldo - Perdizes, São Paulo - SP;2520000.0;211;3;3;4;52
Avenida Professor Francisco Morato, 370 - Butantã, São Paulo - SP;1732322.0;163;2;1;1;52
Rua Paraguaçu - Perdizes, São Paulo - SP;1400000.0;133;3;2;3;52
Perdizes, São Paulo - SP;1134252.0;84;3;2;2;52
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;1890000.0;192;4;3;3;52
Rua Ministro Godói - Perdizes, São Paulo - SP;700000.0;77;2;1;3;52
Rua Ministro Godói, 860 - Perdizes, São Paulo - SP;1300000.0;133;3;1;2;52
Perdizes, São Paulo - SP;3648000.0;365;4;4;4;52
Rua Tucuna, 436 - Perdizes, São Paulo - SP;930000.0;117;3;2;1;53
Avenida Imperatriz Leopoldina, 1623 - Vila Leopoldina, São Paulo - SP;0.0;98;3;0;1;53
Rua Apinajés - Perdizes, São Paulo - SP;850000.0;115;3;2;3;53
Rua Bartira, 901 - Perdizes, São Paulo - SP;1642800.0;180;3;2;3;53
Rua João Ramalho - Perdizes, São Paulo - SP;315000.0;23;1;0;1;53
Rua Desembargador do Vale, 1055 - Perdizes, São Paulo - SP;850000.0;103;3;2;2;53
Perdizes, São Paulo - SP;2549928.0;173;3;2;5;53
Rua Cayowaá - Perdizes, São Paulo - SP;700000.0;85;3;1;2;53
Rua Sapetuba, 146 - Butantã, São Paulo - SP;366000.0;41;2;1;1;53
Rua Monte Alegre - Perdizes, São Paulo - SP;460000.0;36;1;1;1;53
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;3800000.0;330;4;4;3;53
Rua Doutor Alfredo de Castro - Perdizes, São Paulo - SP;750000.0;74;3;2;2;53
Rua Bartira - Perdizes, São Paulo - SP;550000.0;59;2;1;1;53
Perdizes, São Paulo - SP;825000.0;94;3;2;3;53
Perdizes, São Paulo - SP;2622563.0;204;3;2;4;53
Rua do Lavapés, 463 - Cambuci, São Paulo - SP;0.0;35;1;0;1;53
Rua Melo Palheta - Perdizes, São Paulo - SP;420000.0;64;2;1;1;53
Rua Melo Palheta - Perdizes, São Paulo - SP;1338500.0;110;3;2;5;53
Perdizes, São Paulo - SP;2700000.0;190;3;4;4;53
Rua Diana - Perdizes, São Paulo - SP;986500.0;75;3;1;2;53
Rua Professor João Arruda, 234 - Perdizes, São Paulo - SP;520000.0;76;3;0;2;53
Rua João Ramalho - Perdizes, São Paulo - SP;1000000.0;113;3;1;2;53
Rua do Lavapés, 463 - Cambuci, São Paulo - SP;299900.0;35;1;0;1;53
Perdizes, São Paulo - SP;1750000.0;149;3;3;5;53
Perdizes, São Paulo - SP;2721255.0;248;3;2;4;53
Perdizes, São Paulo - SP;1699000.0;135;3;3;5;53
Rua João Ramalho - Perdizes, São Paulo - SP;1150000.0;130;3;2;3;53
Rua Caraíbas - Perdizes, São Paulo - SP;980000.0;118;4;2;4;53
Avenida Professor Alfonso Bovero - Perdizes, São Paulo - SP;925000.0;115;3;2;3;53
Rua Bueno de Andrade, 662 - Aclimação, São Paulo - SP;0.0;25;1;1;1;53
Rua Cayowaá - Perdizes, São Paulo - SP;5500.0;135;3;3;5;53
Rua Cotoxó - Perdizes, São Paulo - SP;1080000.0;108;3;2;4;53
Rua Apinajés - Perdizes, São Paulo - SP;1700000.0;137;3;4;5;53
Rua Aimberê - Perdizes, São Paulo - SP;1775000.0;124;3;2;2;53
Rua Diana - Perdizes, São Paulo - SP;1700000.0;223;4;5;5;53
Rua Bartira - Perdizes, São Paulo - SP;1650000.0;184;4;2;3;53
Rua Pinto Gonçalves - Perdizes, São Paulo - SP;1790000.0;137;3;3;4;54
Rua Pirapora, 250 - Vila Mariana, São Paulo - SP;0.0;117;4;3;5;54
Rua Cotoxó - Perdizes, São Paulo - SP;680000.0;121;2;1;2;54
Rua Cardoso de Almeida, 1257 - Perdizes, São Paulo - SP;980000.0;99;3;1;3;54
Rua Apinajés - Perdizes, São Paulo - SP;1600000.0;133;3;2;5;54
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1260000.0;150;3;2;3;54
Rua Itapicuru - Perdizes, São Paulo - SP;1850000.0;190;3;2;4;54
Rua Itapicuru - Perdizes, São Paulo - SP;1270000.0;120;3;1;3;54
Rua João Tibiriçá, 900 - Vila Anastácio, São Paulo - SP;0.0;55;2;0;2;54
Rua Iperoig - Perdizes, São Paulo - SP;1860000.0;220;4;3;4;54
Rua Capitão Messias, 99 - Perdizes, São Paulo - SP;1490000.0;157;3;2;4;54
Rua Monte Alegre - Perdizes, São Paulo - SP;4800000.0;300;5;5;7;54
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;1300000.0;180;3;2;4;54
Rua Monte Alegre - Perdizes, São Paulo - SP;800000.0;109;3;1;2;54
Rua Caiubi - Perdizes, São Paulo - SP;2700000.0;214;4;5;5;54
Rua Correia Dias, 93 - Paraíso, São Paulo - SP;1083000.0;68;2;1;1;54
Rua Diana - Perdizes, São Paulo - SP;800000.0;87;1;1;2;54
Rua Caraíbas - Perdizes, São Paulo - SP;3000000.0;232;4;5;6;54
Rua Apinajés - Perdizes, São Paulo - SP;1165000.0;132;4;2;3;54
Perdizes, São Paulo - SP;2660000.0;178;3;4;5;54
Rua Ministro Godói - Perdizes, São Paulo - SP;1802000.0;185;4;3;2;54
Rua João Ramalho - Perdizes, São Paulo - SP;3000.0;180;3;3;3;54
Avenida Bernardino de Campos, 1338 - Vila Mariana, São Paulo - SP;0.0;18;1;0;1;54
Rua Bartira - Perdizes, São Paulo - SP;850000.0;75;3;1;2;54
Rua Ministro Godói - Perdizes, São Paulo - SP;1500000.0;116;3;2;3;54
Rua Bartira - Perdizes, São Paulo - SP;1400000.0;130;3;2;2;54
Rua Apinajés, 543 - Perdizes, São Paulo - SP;1870000.0;221;4;3;3;54
Rua Ministro Godói - Perdizes, São Paulo - SP;1400000.0;115;3;2;3;54
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;680000.0;106;2;1;2;54
Rua Paulo Franco, 153 - Vila Hamburguesa, São Paulo - SP;0.0;114;3;2;4;54
Rua Bartira - Perdizes, São Paulo - SP;880000.0;90;2;1;2;54
Perdizes, São Paulo - SP;755000.0;82;3;2;2;54
Rua Caraíbas - Perdizes, São Paulo - SP;1500000.0;156;4;2;3;54
Avenida Francisco Matarazzo, 1850 - Perdizes, São Paulo - SP;9890.0;168;4;3;3;54
Perdizes, São Paulo - SP;4240000.0;307;3;5;4;54
Rua Apinajés - Perdizes, São Paulo - SP;670000.0;85;3;1;2;54
Rua Pinto Gonçalves - Perdizes, São Paulo - SP;1790000.0;137;3;3;4;55
Rua Pirapora, 250 - Vila Mariana, São Paulo - SP;0.0;117;4;3;5;55
Rua Cotoxó - Perdizes, São Paulo - SP;680000.0;121;2;1;2;55
Rua Cardoso de Almeida, 1257 - Perdizes, São Paulo - SP;980000.0;99;3;1;3;55
Rua Apinajés - Perdizes, São Paulo - SP;1600000.0;133;3;2;5;55
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1260000.0;150;3;2;3;55
Rua Itapicuru - Perdizes, São Paulo - SP;1850000.0;190;3;2;4;55
Rua Itapicuru - Perdizes, São Paulo - SP;1270000.0;120;3;1;3;55
Rua João Tibiriçá, 900 - Vila Anastácio, São Paulo - SP;0.0;55;2;0;2;55
Rua Iperoig - Perdizes, São Paulo - SP;1860000.0;220;4;3;4;55
Rua Capitão Messias, 99 - Perdizes, São Paulo - SP;1490000.0;157;3;2;4;55
Rua Monte Alegre - Perdizes, São Paulo - SP;4800000.0;300;5;5;7;55
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;1300000.0;180;3;2;4;55
Rua Monte Alegre - Perdizes, São Paulo - SP;800000.0;109;3;1;2;55
Rua Caiubi - Perdizes, São Paulo - SP;2700000.0;214;4;5;5;55
Rua Correia Dias, 93 - Paraíso, São Paulo - SP;1083000.0;68;2;1;1;55
Rua Diana - Perdizes, São Paulo - SP;800000.0;87;1;1;2;55
Rua Caraíbas - Perdizes, São Paulo - SP;3000000.0;232;4;5;6;55
Rua Apinajés - Perdizes, São Paulo - SP;1165000.0;132;4;2;3;55
Perdizes, São Paulo - SP;2660000.0;178;3;4;5;55
Rua Ministro Godói - Perdizes, São Paulo - SP;1802000.0;185;4;3;2;55
Rua João Ramalho - Perdizes, São Paulo - SP;3000.0;180;3;3;3;55
Avenida Bernardino de Campos, 1338 - Vila Mariana, São Paulo - SP;0.0;18;1;0;1;55
Rua Bartira - Perdizes, São Paulo - SP;850000.0;75;3;1;2;55
Rua Ministro Godói - Perdizes, São Paulo - SP;1500000.0;116;3;2;3;55
Rua Bartira - Perdizes, São Paulo - SP;1400000.0;130;3;2;2;55
Rua Apinajés, 543 - Perdizes, São Paulo - SP;1870000.0;221;4;3;3;55
Rua Ministro Godói - Perdizes, São Paulo - SP;1400000.0;115;3;2;3;55
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;680000.0;106;2;1;2;55
Rua Paulo Franco, 153 - Vila Hamburguesa, São Paulo - SP;0.0;114;3;2;4;55
Rua Bartira - Perdizes, São Paulo - SP;880000.0;90;2;1;2;55
Perdizes, São Paulo - SP;755000.0;82;3;2;2;55
Rua Caraíbas - Perdizes, São Paulo - SP;1500000.0;156;4;2;3;55
Avenida Francisco Matarazzo, 1850 - Perdizes, São Paulo - SP;9890.0;168;4;3;3;55
Perdizes, São Paulo - SP;4240000.0;307;3;5;4;55
Rua Apinajés - Perdizes, São Paulo - SP;670000.0;85;3;1;2;55
Rua dos Caetés - Perdizes, São Paulo - SP;5300000.0;266;4;5;6;56
Rua Leopoldo Couto Magalhães Júnior, 623 - Itaim Bibi, São Paulo - SP;0.0;325;4;4;5;56
Rua Desembargador do Vale - Perdizes, São Paulo - SP;1100000.0;154;4;0;5;56
Rua dos Caetés - Perdizes, São Paulo - SP;640000.0;70;2;1;2;56
Rua Ministro Godói, 657 - Perdizes, São Paulo - SP;1556000.0;140;3;1;3;56
Perdizes, São Paulo - SP;3500000.0;250;4;4;6;56
Rua Apinajés - Perdizes, São Paulo - SP;1150000.0;115;3;2;3;56
Rua Desembargador do Vale, 330 - Perdizes, São Paulo - SP;1099900.0;156;4;0;3;56
Rua Chui, 207 - Paraíso, São Paulo - SP;530000.0;40;1;1;1;56
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;950000.0;98;2;1;2;56
Perdizes, São Paulo - SP;1590000.0;153;3;2;3;56
Rua Apinajés - Perdizes, São Paulo - SP;1479327.0;111;3;2;1;56
Perdizes, São Paulo - SP;910000.0;84;2;2;3;56
Rua Apiacás, 279 - Perdizes, São Paulo - SP;2224094.0;158;4;2;5;56
Rua Diana, 675 - Perdizes, São Paulo - SP;765000.0;98;3;1;4;56
Rua Doutor Eduardo de Souza Aranha, 318 - Vila Nova Conceição, São Paulo - SP;0.0;303;4;4;5;56
Rua Cayowaá - Perdizes, São Paulo - SP;851100.0;75;3;2;3;56
Rua Cayowaá - Perdizes, São Paulo - SP;1970100.0;150;3;0;5;56
Rua Sebastião Cortes - Perdizes, São Paulo - SP;396000.0;42;1;1;1;56
Rua Monte Alegre - Perdizes, São Paulo - SP;1220000.0;92;3;2;4;56
Rua Diana, 740 - Perdizes, São Paulo - SP;1295000.0;123;3;2;1;56
Rua Ministro Godói - Perdizes, São Paulo - SP;3600000.0;250;4;5;6;56
Rua Itapé-acu, 153 - Cidade Jardim, São Paulo - SP;0.0;80;3;1;3;56
Rua Capitão Messias, 99 - Perdizes, São Paulo - SP;1590000.0;142;2;2;1;56
Rua Bartira - Perdizes, São Paulo - SP;1150000.0;118;3;2;3;56
Perdizes, São Paulo - SP;762939.0;83;1;1;1;56
Rua Ministro Godói, 616 - Perdizes, São Paulo - SP;1100000.0;141;3;1;2;56
Rua Capitão Messias - Perdizes, São Paulo - SP;1110000.0;100;3;1;3;56
Perdizes, São Paulo - SP;1589875.0;100;3;2;3;56
Avenida Armando Ferrentini, 572 - Paraíso, São Paulo - SP;0.0;120;3;2;3;56
Rua Caraíbas - Perdizes, São Paulo - SP;1300000.0;120;3;2;4;56
Rua Caraíbas - Perdizes, São Paulo - SP;1100000.0;117;3;2;2;56
Rua Tucuna, 88 - Perdizes, São Paulo - SP;689990.0;60;2;1;2;56
Rua Ministro Godói - Perdizes, São Paulo - SP;990000.0;66;2;1;1;56
Perdizes, São Paulo - SP;1450000.0;173;3;3;5;56
Rua Aimberê, 374 - Perdizes, São Paulo - SP;1250000.0;122;3;2;3;56
Rua Tucuna - Perdizes, São Paulo - SP;795000.0;105;3;2;3;57
Rua João Lourenço, 779 - Vila Nova Conceição, São Paulo - SP;5346000.0;251;4;4;5;57
Rua João Ramalho - Perdizes, São Paulo - SP;2000.0;50;1;1;1;57
Rua Apinajés, 445 - Perdizes, São Paulo - SP;1060000.0;101;3;2;1;57
Rua Venâncio Aires - Perdizes, São Paulo - SP;650000.0;104;2;1;2;57
Rua Ministro Godói, 468 - Perdizes, São Paulo - SP;1900000.0;172;4;3;5;57
Rua Diana - Perdizes, São Paulo - SP;410000.0;66;2;0;2;57
Rua Diana, 205 - Perdizes, São Paulo - SP;549000.0;85;3;1;1;57
Rua João Lourenço, 779 - Vila Nova Conceição, São Paulo - SP;0.0;248;4;4;4;57
Rua Aimberê - Perdizes, São Paulo - SP;1180000.0;75;2;2;2;57
Rua Cayowaá - Perdizes, São Paulo - SP;850000.0;75;2;2;2;57
Rua Caiubi, 1343 - Perdizes, São Paulo - SP;2150000.0;148;4;3;5;57
Rua Tucuna - Perdizes, São Paulo - SP;870000.0;98;3;2;2;57
Rua Apiacás, 296 - Perdizes, São Paulo - SP;2210000.0;146;3;2;4;57
Rua Bartira - Perdizes, São Paulo - SP;855000.0;127;2;1;2;57
Rua João Lourenço, 779 - Moema, São Paulo - SP;0.0;247;3;4;0;57
Rua Itapicuru - Perdizes, São Paulo - SP;901000.0;96;2;1;2;57
Rua Aimberê - Perdizes, São Paulo - SP;1962000.0;150;4;3;3;57
Perdizes, São Paulo - SP;730000.0;58;2;2;2;57
Rua Francisco Estácio Fortes - Perdizes, São Paulo - SP;610000.0;70;2;1;2;57
Rua Tucuna - Perdizes, São Paulo - SP;980000.0;128;3;1;3;57
Rua Monte Alegre, 101 - Perdizes, São Paulo - SP;880000.0;125;2;1;1;57
Avenida Armando Ferrentini, 602 - Paraíso, São Paulo - SP;0.0;21;2;2;2;57
Rua Ministro Godói - Perdizes, São Paulo - SP;3600000.0;250;3;4;5;57
Rua João Ramalho - Perdizes, São Paulo - SP;640000.0;96;2;1;1;57
Rua Caiubi - Perdizes, São Paulo - SP;1320000.0;105;3;2;3;57
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;3990000.0;236;4;4;6;57
Rua Aimberê - Perdizes, São Paulo - SP;1300000.0;120;3;1;2;57
Rua Monte Alegre - Perdizes, São Paulo - SP;4240000.0;266;3;4;5;57
Rua da Mooca, 547 - Móoca, São Paulo - SP;0.0;29;1;0;1;57
Rua Cayowaá - Perdizes, São Paulo - SP;1700000.0;180;4;3;1;57
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;3300000.0;240;3;5;5;57
Rua Aimberê, 0 - Perdizes, São Paulo - SP;3941000.0;286;3;3;6;57
Rua Desembargador do Vale - Perdizes, São Paulo - SP;850000.0;103;3;2;2;57
Perdizes, São Paulo - SP;1500000.0;105;4;3;3;57
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;950000.0;87;3;1;2;57
Rua Aimberê, 0 - Perdizes, São Paulo - SP;3941000.0;286;3;3;6;58
Avenida Armando Ferrentini, 654 - Paraíso, São Paulo - SP;0.0;21;0;0;1;58
Rua Desembargador do Vale - Perdizes, São Paulo - SP;850000.0;103;3;2;2;58
Perdizes, São Paulo - SP;1500000.0;105;4;3;3;58
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;950000.0;87;3;1;2;58
Rua Apinajés - Perdizes, São Paulo - SP;1800000.0;226;4;3;3;58
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;1950000.0;200;4;3;5;58
Largo Padre Péricles - Perdizes, São Paulo - SP;510000.0;77;2;0;1;58
Rua Domingos Paiva, 152 - Brás, São Paulo - SP;340362.0;102;2;1;1;58
Rua Aimberê - Perdizes, São Paulo - SP;850000.0;92;2;1;1;58
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;1280000.0;109;3;0;3;58
Rua Cotoxó - Perdizes, São Paulo - SP;2705887.0;180;4;3;6;58
Rua Paraguaçu - Perdizes, São Paulo - SP;3200000.0;317;2;5;4;58
Rua Minerva - Perdizes, São Paulo - SP;910000.0;76;3;2;3;58
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;1860000.0;166;4;3;5;58
Rua Leopoldo Couto Magalhães Júnior, 1200 - Itaim Bibi, São Paulo - SP;0.0;570;5;8;3;58
Rua Coronel Melo de Oliveira, 1062 - Perdizes, São Paulo - SP;1180000.0;70;2;2;2;58
Rua Desembargador do Vale - Perdizes, São Paulo - SP;945000.0;103;3;2;4;58
Rua Cayowaá - Perdizes, São Paulo - SP;2013000.0;150;4;2;4;58
Rua Diana - Perdizes, São Paulo - SP;780000.0;72;2;2;2;58
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;1580000.0;172;4;3;4;58
Rua Bartira - Perdizes, São Paulo - SP;1870000.0;184;4;3;3;58
Rua Aviador Gil Guilherme, 51 - Santana, São Paulo - SP;0.0;76;2;2;1;58
Rua Caiubi - Perdizes, São Paulo - SP;1600000.0;197;3;2;3;58
Rua Turiassu - Perdizes, São Paulo - SP;1060000.0;84;1;1;2;58
Perdizes, São Paulo - SP;3250000.0;171;3;3;5;58
Rua Aimberê - Perdizes, São Paulo - SP;2030000.0;157;4;2;6;58
Rua Wanderley, 1295 - Perdizes, São Paulo - SP;2490000.0;218;4;4;6;58
Rua Ciro Costa - Perdizes, São Paulo - SP;700000.0;65;2;2;2;58
Rua Leopoldo Couto Magalhães Júnior, 1201 - Itaim Bibi, São Paulo - SP;8600000.0;270;4;4;6;58
Rua Apinajés, 789 - Perdizes, São Paulo - SP;1600000.0;132;3;2;1;58
Rua Iperoig - Perdizes, São Paulo - SP;680000.0;73;3;1;2;58
Rua Caiubi - Perdizes, São Paulo - SP;738000.0;62;2;2;2;58
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;1490000.0;165;3;3;3;58
Rua Diana - Perdizes, São Paulo - SP;850000.0;85;3;1;2;58
Rua Minerva - Perdizes, São Paulo - SP;950000.0;88;3;1;1;58
Rua Aimberê, 0 - Perdizes, São Paulo - SP;3941000.0;286;3;3;6;59
Avenida Armando Ferrentini, 654 - Paraíso, São Paulo - SP;0.0;21;0;0;1;59
Rua Desembargador do Vale - Perdizes, São Paulo - SP;850000.0;103;3;2;2;59
Perdizes, São Paulo - SP;1500000.0;105;4;3;3;59
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;950000.0;87;3;1;2;59
Rua Apinajés - Perdizes, São Paulo - SP;1800000.0;226;4;3;3;59
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;1950000.0;200;4;3;5;59
Largo Padre Péricles - Perdizes, São Paulo - SP;510000.0;77;2;0;1;59
Rua Domingos Paiva, 152 - Brás, São Paulo - SP;340362.0;102;2;1;1;59
Rua Aimberê - Perdizes, São Paulo - SP;850000.0;92;2;1;1;59
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;1280000.0;109;3;0;3;59
Rua Cotoxó - Perdizes, São Paulo - SP;2705887.0;180;4;3;6;59
Rua Paraguaçu - Perdizes, São Paulo - SP;3200000.0;317;2;5;4;59
Rua Minerva - Perdizes, São Paulo - SP;910000.0;76;3;2;3;59
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;1860000.0;166;4;3;5;59
Rua Leopoldo Couto Magalhães Júnior, 1200 - Itaim Bibi, São Paulo - SP;0.0;570;5;8;3;59
Rua Coronel Melo de Oliveira, 1062 - Perdizes, São Paulo - SP;1180000.0;70;2;2;2;59
Rua Desembargador do Vale - Perdizes, São Paulo - SP;945000.0;103;3;2;4;59
Rua Cayowaá - Perdizes, São Paulo - SP;2013000.0;150;4;2;4;59
Rua Diana - Perdizes, São Paulo - SP;780000.0;72;2;2;2;59
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;1580000.0;172;4;3;4;59
Rua Bartira - Perdizes, São Paulo - SP;1870000.0;184;4;3;3;59
Rua Aviador Gil Guilherme, 51 - Santana, São Paulo - SP;0.0;76;2;2;1;59
Rua Caiubi - Perdizes, São Paulo - SP;1600000.0;197;3;2;3;59
Rua Turiassu - Perdizes, São Paulo - SP;1060000.0;84;1;1;2;59
Perdizes, São Paulo - SP;3250000.0;171;3;3;5;59
Rua Aimberê - Perdizes, São Paulo - SP;2030000.0;157;4;2;6;59
Rua Wanderley, 1295 - Perdizes, São Paulo - SP;2490000.0;218;4;4;6;59
Rua Ciro Costa - Perdizes, São Paulo - SP;700000.0;65;2;2;2;59
Rua Leopoldo Couto Magalhães Júnior, 1201 - Itaim Bibi, São Paulo - SP;8600000.0;270;4;4;6;59
Rua Apinajés, 789 - Perdizes, São Paulo - SP;1600000.0;132;3;2;1;59
Rua Iperoig - Perdizes, São Paulo - SP;680000.0;73;3;1;2;59
Rua Caiubi - Perdizes, São Paulo - SP;738000.0;62;2;2;2;59
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;1490000.0;165;3;3;3;59
Rua Diana - Perdizes, São Paulo - SP;850000.0;85;3;1;2;59
Rua Minerva - Perdizes, São Paulo - SP;950000.0;88;3;1;1;59
Rua Ministro Godói - Perdizes, São Paulo - SP;2200000.0;189;4;3;3;60
Rua Doutor Nicolau de Sousa Queirós, 603 - Vila Mariana, São Paulo - SP;0.0;31;1;0;1;60
Rua Bartira - Perdizes, São Paulo - SP;1300000.0;114;3;3;5;60
Rua Ministro Godói - Perdizes, São Paulo - SP;2140000.0;214;4;3;5;60
Perdizes, São Paulo - SP;887100.0;63;2;1;2;60
Rua Tavares Bastos - Perdizes, São Paulo - SP;1350000.0;130;4;3;4;60
Perdizes, São Paulo - SP;700000.0;85;3;2;3;60
Rua Ministro Godói - Perdizes, São Paulo - SP;740000.0;92;3;1;3;60
Rua Doutor Nicolau de Sousa Queirós, 603 - Vila Mariana, São Paulo - SP;0.0;30;1;0;1;60
Rua Caraíbas, 212 - Perdizes, São Paulo - SP;788000.0;70;2;1;2;60
Travessa Caixa de Previdência, 88 - Perdizes, São Paulo - SP;1200000.0;120;3;1;3;60
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;1550000.0;116;3;2;3;60
Rua Apiacás - Perdizes, São Paulo - SP;745000.0;75;3;2;3;60
Rua Havaí - Perdizes, São Paulo - SP;1690000.0;130;3;3;4;60
Rua Tucuna - Perdizes, São Paulo - SP;850000.0;90;2;2;3;60
Rua Cubatão, 1177 - Vila Mariana, São Paulo - SP;0.0;25;1;0;1;60
Rua Apinajés - Perdizes, São Paulo - SP;745000.0;90;3;2;3;60
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1030000.0;117;3;1;3;60
Rua Apiacás, 559 - Perdizes, São Paulo - SP;720000.0;57;2;1;2;60
Perdizes, São Paulo - SP;2723480.0;197;3;3;5;60
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;515000.0;60;1;1;2;60
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2280000.0;165;3;4;5;60
Rua Pierre Bienvenu Noailles, 250 - Santana, São Paulo - SP;605000.0;83;2;1;3;60
Rua Tucuna - Perdizes, São Paulo - SP;1699000.0;160;4;4;5;60
Rua Apiacás - Perdizes, São Paulo - SP;750000.0;77;3;2;3;60
Rua Aimberê - Perdizes, São Paulo - SP;1948218.0;157;4;2;3;60
Rua Monte Alegre - Perdizes, São Paulo - SP;1700000.0;220;3;2;4;60
Rua Caiubi - Perdizes, São Paulo - SP;1360000.0;105;3;2;4;60
Rua Ministro Godói, 657 - Perdizes, São Paulo - SP;1630000.0;149;3;1;4;60
Rua Humberto I, 365 - Vila Mariana, São Paulo - SP;898000.0;72;2;1;2;60
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2150000.0;142;3;3;4;60
Perdizes, São Paulo - SP;800000.0;116;3;1;4;60
Rua Ministro Godói - Perdizes, São Paulo - SP;1300000.0;154;3;2;4;60
Rua Aimberê - Perdizes, São Paulo - SP;2650000.0;190;3;4;3;60
Rua Itapicuru, 881 - Perdizes, São Paulo - SP;1050000.0;127;3;2;3;60
Rua Melo Palheta, 133 - Perdizes, São Paulo - SP;1571238.0;109;3;1;3;60
Rua Monte Alegre - Perdizes, São Paulo - SP;5000000.0;300;4;5;5;61
Avenida Conselheiro Rodrigues Alves, 534 - Vila Mariana, São Paulo - SP;3509000.0;246;3;4;5;61
Rua Diana - Perdizes, São Paulo - SP;1385000.0;144;3;3;1;61
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;489000.0;46;1;0;1;61
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;344782.0;32;1;0;1;61
Avenida Francisco Matarazzo, 1850 - Perdizes, São Paulo - SP;1380000.0;128;3;2;4;61
Rua Apinajés - Perdizes, São Paulo - SP;1800000.0;226;4;3;5;61
Avenida Professor Alfonso Bovero - Perdizes, São Paulo - SP;560000.0;50;1;0;1;61
Avenida Presidente Juscelino Kubitschek, 1545 - Vila Nova Conceição, São Paulo - SP;0.0;54;1;1;1;61
Rua Apiacás - Perdizes, São Paulo - SP;380000.0;24;1;0;1;61
Rua Caraíbas, 544 - Perdizes, São Paulo - SP;898000.0;115;3;1;3;61
Rua Cayowaá - Perdizes, São Paulo - SP;1180000.0;114;3;2;3;61
Rua Caraíbas - Perdizes, São Paulo - SP;1180000.0;130;4;3;5;61
Rua Tucuna, 743 - Perdizes, São Paulo - SP;1470000.0;140;3;2;4;61
Rua Caiubi - Perdizes, São Paulo - SP;590000.0;60;2;0;2;61
Avenida Raimundo Pereira de Magalhães, 2500 - Jardim Íris, São Paulo - SP;234900.0;36;1;1;1;61
Perdizes, São Paulo - SP;1450000.0;126;4;2;3;61
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;4;5;4;61
Perdizes, São Paulo - SP;470010.0;78;2;0;1;61
Rua Cayowaá - Perdizes, São Paulo - SP;700000.0;69;3;1;1;61
Rua Caiubi, 1188 - Perdizes, São Paulo - SP;1200000.0;106;3;2;3;61
Rua Itapicuru - Perdizes, São Paulo - SP;1700000.0;187;3;2;4;61
Rua Doutor Fabrício Vampré - Vila Mariana, São Paulo - SP;0.0;153;2;0;4;61
Perdizes, São Paulo - SP;1320000.0;103;3;2;3;61
Rua Apiacás - Perdizes, São Paulo - SP;750000.0;79;1;2;2;61
Rua Apinajés - Perdizes, São Paulo - SP;865000.0;113;3;2;4;61
Rua Romano Schiesari - Perdizes, São Paulo - SP;1250000.0;105;2;2;2;61
Rua Bartira - Perdizes, São Paulo - SP;950000.0;128;2;1;1;61
Rua Desembargador do Vale - Perdizes, São Paulo - SP;1295000.0;122;3;3;1;61
Rua Paula Ney, 494 - Vila Mariana, São Paulo - SP;0.0;37;1;1;1;61
Rua Iperoig - Perdizes, São Paulo - SP;1160000.0;116;3;1;1;61
